extract_timestamp,origin,destination,depart_date,best_price,ingest_timestamp
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-25,2372487.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-04,2288847.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-27,2355296.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-29,2282404.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-01,2319149.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-24,2524280.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-02,2437967.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-03,2456868.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-26,2425127.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-09,2501284.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-05,2525769.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-28,2428223.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-06,2495194.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-07,2453204.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-08,2404847.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-12,2479520.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-13,2420340.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-30,2522906.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-10,2407114.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-11,2501580.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-23,2524588.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-16,2842353.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-17,2864840.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-18,2861425.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-19,2930559.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-20,2857952.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-21,2867436.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-22,2945195.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-14,2869648.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BTJ,2023-04-15,2897342.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-16,2280674.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-30,2266557.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-18,2323971.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-26,2298978.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-29,2578982.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-09,2435221.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-15,2527115.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-17,2532936.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-03,2622982.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-25,2517178.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-05,2621833.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-27,2534667.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-06,2644304.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-28,2612812.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-08,2643014.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-01,2593242.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-24,2681385.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-10,2688297.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-19,2744592.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-12,2887613.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-04,2924235.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-13,2934645.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-14,3232899.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-23,3607112.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-20,3650013.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-21,3714677.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-22,3705037.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-07,3672323.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,BDO,2023-04-02,3693524.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-24,613916.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-27,625520.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-28,610482.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-25,725388.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-16,1369179.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-17,1375698.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-18,1366680.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-19,1366782.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-23,1323148.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-02,1346073.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-03,1314652.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-26,1381417.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-04,1328536.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-20,1317902.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-21,1381096.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-22,1357759.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-09,1353500.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-05,1332849.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-06,1376612.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-29,1374333.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-07,1328680.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-08,1378858.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-12,1382433.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-13,1376686.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-14,1382891.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-15,1337122.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-30,1314156.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-10,1383510.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-11,1332761.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,MLG,2023-04-01,1337373.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-16,741892.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-17,764711.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-18,757707.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-19,760424.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-01,738892.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-23,757541.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-02,749454.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-24,742646.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-03,743803.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-25,754068.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-04,738408.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-26,753523.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-22,722393.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-09,754135.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-27,734159.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-05,758783.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-06,761750.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-28,748650.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-07,732662.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-29,764098.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-08,740694.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-12,737370.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-13,735703.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-14,733401.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-15,734772.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-30,732408.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-10,726801.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-11,780255.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-20,786933.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SRG,2023-04-21,795990.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-24,612138.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-25,628560.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-26,614866.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-27,623290.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-28,626754.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-29,611834.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-01,732216.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-02,728898.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-03,706847.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-04,714768.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-05,718580.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-16,801620.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-17,797921.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-18,778949.0,2026-04-02 16:30:10
2022-12-24 11:25:37.656571,JKTC,SUB,2023-04-23,806245.0,2026-04-02 16:30:10
